id;type_panne;machine;gravite;duree_heures;date;site
4923;Panne Alectrique;Compresseur;Faible;20.15;1092024;
4926;DAfaut logiciel;Compresseur;Critique;15.14;14042024;
4930;Usure mAcanique;Compresseur;Critique;25.87;8122023;
4931;DAfaillance capteur;Pompe;Critique;0.79;24012025;
4933;Panne Alectrique;Convoyeur;AlevAe;42.83;6102023;Group
4936;DAfaillance capteur;Pompe;AlevAe;15.29;29022024;
4937;ProblAme de;Pompe;Faible;30.4;6112024;
4940;Surchauffe moteur;Convoyeur;Moyenne;20.26;12062023;
4942;Fuite hydraulique;Convoyeur;Faible;36.91;23022025;
4943;Panne Alectrique;Pompe;Moyenne;44.03;2122024;
4947;Usure mAcanique;Pompe;AlevAe;24.4;18122023;
4952;Usure mAcanique;Compresseur;AlevAe;21.09;19032024;
4955;DAfaut logiciel;Convoyeur;Critique;28.49;4012024;
4956;DAfaillance capteur;Convoyeur;AlevAe;18.79;24102023;
4962;Panne Alectrique;Convoyeur;Faible;4.22;26052023;
4963;DAfaut logiciel;Convoyeur;Critique;21.35;13102024;Inc
4964;Usure mAcanique;Convoyeur;AlevAe;41.52;24022024;
4965;DAfaillance capteur;Convoyeur;AlevAe;37.09;8102023;LLC
4966;DAfaut logiciel;Compresseur;AlevAe;42.27;25032024;Inc
4967;Panne pneumatique;Convoyeur;Critique;22.97;20022025;
4968;Usure mAcanique;Pompe;Critique;35.68;9012024;
4970;Fuite hydraulique;Pompe;Moyenne;23.99;1122023;
4973;Panne pneumatique;Convoyeur;Faible;25.0;25112024;
4976;ProblAme de;Pompe;Faible;3.15;3042025;
4977;Panne pneumatique;Convoyeur;Moyenne;15.14;19102024;
4982;Usure mAcanique;Convoyeur;Critique;18.13;15022025;
4985;Usure mAcanique;Pompe;Moyenne;28.16;4012025;PLC
4989;Fuite hydraulique;Pompe;Critique;14.84;24112024;
4993;Surchauffe moteur;Compresseur;Critique;1.79;15032025;
4995;DAfaillance capteur;Compresseur;AlevAe;8.61;8032025;
4999;Fuite hydraulique;Compresseur;Faible;4.78;1022025;
5001;Panne Alectrique;Compresseur;Faible;23.92;10102024;
5002;Surchauffe moteur;Convoyeur;AlevAe;8.73;3102024;
5003;DAfaillance capteur;Compresseur;Faible;16.13;23012024;
5004;ProblAme de;Compresseur;Moyenne;4.01;6122024;Inc
5005;Usure mAcanique;Pompe;Moyenne;24.77;21122024;
5008;Usure mAcanique;Convoyeur;Critique;3.98;15022024;PLC
5009;DAfaut logiciel;Compresseur;Critique;47.25;9042024;
5011;DAfaillance capteur;Pompe;Moyenne;14.93;14052024;
5015;Fuite hydraulique;Compresseur;Faible;24.86;11082024;
5016;DAfaillance capteur;Compresseur;AlevAe;27.47;20032025;
5021;DAfaut logiciel;Convoyeur;Critique;29.7;25062024;
5022;Fuite hydraulique;Convoyeur;AlevAe;42.9;24102024;
5024;Fuite hydraulique;Compresseur;Moyenne;6.58;30082023;
5026;Fuite hydraulique;Convoyeur;AlevAe;5.36;19112024;
5028;Usure mAcanique;Pompe;Critique;42.28;4042025;Ltd
5029;DAfaut logiciel;Convoyeur;AlevAe;2.33;11022024;
5030;DAfaut logiciel;Convoyeur;Moyenne;24.44;28022025;
5031;Panne Alectrique;Convoyeur;AlevAe;14.06;11052024;
5033;ProblAme de;Convoyeur;Critique;35.91;29112023;
5034;Panne pneumatique;Compresseur;Critique;21.51;21042025;Inc
5037;Surchauffe moteur;Pompe;AlevAe;11.59;29082023;
5038;ProblAme de;Pompe;Moyenne;28.64;30042024;
5048;Panne Alectrique;Pompe;Critique;38.13;27082023;
5051;ProblAme de;Pompe;Critique;30.78;4102023;
5053;Fuite hydraulique;Pompe;Critique;16.03;19102023;
5057;ProblAme de;Convoyeur;Faible;38.25;29102023;
5058;Panne pneumatique;Convoyeur;Critique;25.88;23082023;
5059;DAfaillance capteur;Pompe;AlevAe;9.58;26102023;
5060;Surchauffe moteur;Convoyeur;Faible;31.44;26112024;LLC
5061;ProblAme de;Compresseur;AlevAe;28.94;16012024;
Maybe;lead personal;Compresseur;AlevAe;46.19;30092023;
5065;Panne Alectrique;Pompe;Critique;4.11;24022025;Group
5067;DAfaillance capteur;Compresseur;Critique;41.26;29102023;
5068;Fuite hydraulique;Compresseur;Critique;15.99;23022024;
5071;DAfaillance capteur;Compresseur;Critique;35.94;24102024;
5073;ProblAme de;Pompe;Moyenne;43.36;19082023;
5074;Fuite hydraulique;Compresseur;Critique;33.75;17022024;
5076;Panne pneumatique;Convoyeur;Moyenne;16.04;8052024;
5077;ProblAme de;Convoyeur;Critique;4.63;28112023;
5078;Fuite hydraulique;Pompe;AlevAe;42.52;4042025;
5081;Surchauffe moteur;Compresseur;Critique;46.63;31102023;Group
5085;Fuite hydraulique;Pompe;Faible;15.65;12012025;
5092;DAfaillance capteur;Pompe;AlevAe;45.66;25102024;Ltd
5093;Panne Alectrique;Compresseur;AlevAe;33.44;7102024;Group
5097;Surchauffe moteur;Convoyeur;Faible;15.71;19082023;
Themselves;mean must;Pompe;Moyenne;11.42;22022024;
5100;Surchauffe moteur;Convoyeur;Critique;16.01;25072024;
5101;Usure mAcanique;Compresseur;Faible;41.71;17022025;
5102;DAfaut logiciel;Pompe;Critique;47.11;22042023;
5104;Panne Alectrique;Compresseur;AlevAe;24.28;17032024;
5105;ProblAme de;Convoyeur;AlevAe;26.01;29022024;
5106;Surchauffe moteur;Convoyeur;Faible;28.95;24022025;PLC
5107;ProblAme de;Compresseur;Faible;5.76;8052024;
5108;Panne Alectrique;Pompe;Critique;41.27;9072024;
5112;Panne Alectrique;Convoyeur;Faible;21.3;20072023;
5114;ProblAme de;Compresseur;Faible;8.1;10072024;Inc
5118;ProblAme de;Convoyeur;AlevAe;22.5;6022024;
Away;long care;Pompe;Faible;40.0;22102023;
5122;Surchauffe moteur;Compresseur;Moyenne;10.31;16072024;Group
5123;Surchauffe moteur;Convoyeur;Moyenne;45.98;13032024;
5131;Surchauffe moteur;Convoyeur;AlevAe;39.53;25092023;
5132;ProblAme de;Compresseur;Faible;3.24;22072024;
5133;Fuite hydraulique;Pompe;AlevAe;24.24;15062024;
5135;DAfaut logiciel;Convoyeur;Faible;1.88;15022024;PLC
5137;DAfaillance capteur;Pompe;Faible;46.24;7072024;
5140;DAfaillance capteur;Pompe;AlevAe;30.46;14122024;
5145;Panne Alectrique;Compresseur;Critique;18.68;5052024;
5148;Panne Alectrique;Convoyeur;AlevAe;40.21;23012024;
5157;ProblAme de;Compresseur;Faible;21.0;5082023;
5158;Fuite hydraulique;Convoyeur;Faible;40.6;24112023;
5165;Fuite hydraulique;Convoyeur;AlevAe;40.1;13072024;
5166;Panne Alectrique;Pompe;Moyenne;33.64;2092023;
5168;Fuite hydraulique;Convoyeur;Faible;10.48;16042025;
5175;Panne pneumatique;Convoyeur;Faible;44.37;11102024;Ltd
5184;Usure mAcanique;Compresseur;AlevAe;7.0;2012025;PLC
5186;DAfaillance capteur;Convoyeur;AlevAe;35.54;25042023;
5187;ProblAme de;Pompe;AlevAe;27.85;23062023;Group
5189;Fuite hydraulique;Pompe;AlevAe;34.72;23092024;Ltd
5191;Usure mAcanique;Compresseur;AlevAe;33.57;12112024;
5193;ProblAme de;Convoyeur;Faible;7.08;10062024;
5194;DAfaut logiciel;Pompe;Critique;44.41;28102024;
5198;DAfaut logiciel;Convoyeur;Moyenne;8.27;11092023;
5203;Usure mAcanique;Compresseur;Moyenne;2.81;25072023;
5208;Panne Alectrique;Pompe;Critique;14.07;28052024;
5210;DAfaillance capteur;Pompe;Critique;19.01;2102024;
5213;Panne pneumatique;Compresseur;AlevAe;4.77;13022024;Group
5214;Panne pneumatique;Compresseur;Moyenne;32.26;2112024;
5217;Surchauffe moteur;Pompe;AlevAe;9.28;24022024;
5220;Panne Alectrique;Pompe;AlevAe;5.17;13032024;
5222;Panne pneumatique;Compresseur;AlevAe;2.29;2052023;
5223;Usure mAcanique;Pompe;AlevAe;33.17;24082023;Ltd
5224;DAfaillance capteur;Convoyeur;AlevAe;20.13;10052023;
5227;Panne Alectrique;Pompe;AlevAe;42.37;18102024;
5229;Panne pneumatique;Convoyeur;Critique;46.41;21012025;
5230;DAfaut logiciel;Compresseur;Moyenne;42.9;7072023;
5234;DAfaut logiciel;Convoyeur;Faible;23.93;11022024;
5236;DAfaut logiciel;Convoyeur;Faible;17.4;22072023;
5239;Fuite hydraulique;Compresseur;Faible;22.35;3052023;
5241;Fuite hydraulique;Pompe;AlevAe;11.6;9032024;Group
5242;Surchauffe moteur;Pompe;Critique;2.06;1032025;LLC
5247;DAfaillance capteur;Pompe;Moyenne;15.48;13072023;
5251;Fuite hydraulique;Compresseur;Faible;17.7;22022024;
5252;Panne Alectrique;Pompe;Moyenne;46.82;24072023;
5258;Usure mAcanique;Pompe;Faible;32.9;16052024;
5259;DAfaillance capteur;Compresseur;Critique;40.73;15122024;
5267;DAfaillance capteur;Pompe;Critique;44.67;9052023;Inc
5269;DAfaut logiciel;Pompe;AlevAe;29.91;3022025;Group
5270;DAfaut logiciel;Convoyeur;Faible;43.77;12062023;
5274;Panne pneumatique;Convoyeur;Faible;24.64;29112024;
5275;ProblAme de;Compresseur;Moyenne;40.79;5072023;
5276;DAfaillance capteur;Pompe;AlevAe;17.96;10122024;
5283;Usure mAcanique;Pompe;Faible;15.75;8112023;Group
5287;DAfaillance capteur;Pompe;AlevAe;8.47;7012025;
5290;Usure mAcanique;Pompe;Critique;10.14;22062024;Inc
5291;Panne pneumatique;Compresseur;Moyenne;17.8;22122023;
5292;DAfaut logiciel;Convoyeur;Faible;29.23;26022025;
5295;DAfaillance capteur;Pompe;Critique;21.23;12082024;
Computer;computer soon;Convoyeur;Moyenne;14.33;28072023;
5297;Usure mAcanique;Pompe;AlevAe;4.98;17072024;PLC
5299;Fuite hydraulique;Convoyeur;AlevAe;1.08;17082023;Group
5307;Fuite hydraulique;Compresseur;AlevAe;25.09;10012024;
5312;Surchauffe moteur;Pompe;Critique;9.06;4012025;LLC
5317;Panne Alectrique;Compresseur;Faible;40.01;8112024;
5318;DAfaillance capteur;Pompe;Critique;17.24;22062024;
5320;Surchauffe moteur;Compresseur;Moyenne;40.27;8092024;
Few;democratic citizen;Compresseur;AlevAe;37.38;25032025;
5322;Fuite hydraulique;Pompe;Critique;30.14;23082024;Ltd
5325;Panne pneumatique;Convoyeur;AlevAe;16.05;8042024;
5326;DAfaut logiciel;Compresseur;Critique;46.11;14082024;
5327;DAfaut logiciel;Compresseur;Moyenne;42.67;14022025;
5328;Surchauffe moteur;Convoyeur;AlevAe;35.59;24092024;LLC
5330;Fuite hydraulique;Pompe;AlevAe;1.55;20022024;
5332;DAfaut logiciel;Pompe;Moyenne;21.84;9112024;
5335;DAfaillance capteur;Compresseur;Critique;34.85;20112024;
5336;Panne Alectrique;Compresseur;Moyenne;34.72;28022025;LLC
5344;DAfaut logiciel;Compresseur;Moyenne;46.41;13112023;
5349;Panne Alectrique;Pompe;AlevAe;7.69;9112024;
5351;Panne pneumatique;Convoyeur;Moyenne;46.89;1022025;
5355;ProblAme de;Pompe;AlevAe;22.96;10062023;Ltd
5359;Surchauffe moteur;Convoyeur;Faible;44.44;18012025;
5363;Usure mAcanique;Convoyeur;Moyenne;5.46;4112023;PLC
5364;Surchauffe moteur;Pompe;Moyenne;33.58;7062023;Inc
5365;Usure mAcanique;Pompe;AlevAe;47.95;28082023;
5367;DAfaut logiciel;Compresseur;Critique;46.21;27122023;Inc
5368;Surchauffe moteur;Convoyeur;Faible;12.52;20092023;
5369;Panne pneumatique;Pompe;AlevAe;44.05;29072023;LLC
5372;DAfaut logiciel;Compresseur;Critique;16.17;14032025;
5373;DAfaillance capteur;Convoyeur;Faible;42.58;4112023;
5380;DAfaut logiciel;Pompe;AlevAe;6.7;8022024;
5384;Surchauffe moteur;Convoyeur;AlevAe;42.88;25092024;
5386;Usure mAcanique;Pompe;Faible;28.06;23062024;
5387;Surchauffe moteur;Compresseur;Critique;36.3;23022024;
5389;Panne pneumatique;Pompe;Faible;8.65;9092024;
5390;Panne Alectrique;Convoyeur;Critique;21.57;20012025;
5391;Panne pneumatique;Pompe;Critique;40.94;10092023;
5402;Usure mAcanique;Pompe;Faible;36.07;3042025;
5405;ProblAme de;Compresseur;Moyenne;37.21;2072024;
5407;DAfaut logiciel;Compresseur;Moyenne;20.62;3032025;
5410;Panne Alectrique;Compresseur;Moyenne;44.9;13042024;
5415;Usure mAcanique;Convoyeur;Critique;5.94;24052023;
5416;Usure mAcanique;Compresseur;Critique;17.42;14032025;
5417;Surchauffe moteur;Compresseur;Faible;32.17;10052024;
5418;Usure mAcanique;Compresseur;Faible;31.31;25022025;Ltd
5421;Fuite hydraulique;Convoyeur;AlevAe;2.23;14062023;Inc
Couple;somebody may;Pompe;Moyenne;10.46;2012024;
5424;ProblAme de;Compresseur;Moyenne;42.65;5102023;
5427;Fuite hydraulique;Pompe;AlevAe;23.4;20012025;
5428;DAfaillance capteur;Compresseur;Moyenne;17.7;25072023;LLC
5431;DAfaut logiciel;Pompe;AlevAe;23.71;26072023;Ltd
Painting;thank second;Pompe;Faible;23.56;12012025;
5436;Panne Alectrique;Convoyeur;Faible;16.46;23022025;
5439;Fuite hydraulique;Pompe;AlevAe;20.82;6022024;
5441;Usure mAcanique;Compresseur;Faible;7.0;3072023;Group
5442;Usure mAcanique;Convoyeur;Faible;12.89;30122023;PLC
5443;Fuite hydraulique;Convoyeur;Critique;47.65;21032025;
5448;DAfaillance capteur;Pompe;Critique;22.06;7112023;
5450;Usure mAcanique;Convoyeur;AlevAe;23.52;16112024;
5451;Panne pneumatique;Pompe;Moyenne;11.51;29092024;
5458;DAfaillance capteur;Convoyeur;Faible;19.89;3022025;
5459;Surchauffe moteur;Pompe;AlevAe;12.3;6062024;
5460;Fuite hydraulique;Pompe;Faible;7.52;2062024;
5462;Fuite hydraulique;Convoyeur;Moyenne;24.61;11042024;Group
Sell;thought skill;Convoyeur;Faible;46.15;4052023;PLC
Realize;outside billion;Compresseur;Faible;32.38;25092024;
5471;Panne pneumatique;Pompe;Faible;40.19;8022025;
5472;DAfaut logiciel;Pompe;Critique;33.64;6122024;Group
5476;ProblAme de;Convoyeur;Moyenne;6.03;22122023;
5479;Panne Alectrique;Convoyeur;Moyenne;8.7;28062024;
5482;Panne Alectrique;Convoyeur;Faible;30.58;21042025;Inc
5484;ProblAme de;Compresseur;Faible;10.55;16022025;Group
5488;ProblAme de;Convoyeur;Critique;23.83;12102023;Inc
5489;Usure mAcanique;Convoyeur;Critique;23.19;12092023;
5492;Usure mAcanique;Convoyeur;Faible;24.16;2042025;
5501;Panne pneumatique;Convoyeur;AlevAe;29.81;1092024;
5503;Usure mAcanique;Convoyeur;Faible;10.71;2052023;
5504;Panne Alectrique;Compresseur;Moyenne;41.76;21112024;
5506;Panne pneumatique;Compresseur;Faible;44.53;30092024;
5508;DAfaut logiciel;Compresseur;AlevAe;19.35;3072024;
5510;Panne Alectrique;Compresseur;AlevAe;46.12;26072024;
5512;DAfaillance capteur;Pompe;Faible;28.7;31102024;Group
5514;Usure mAcanique;Pompe;Faible;45.81;13032025;Inc
One;girl state;Compresseur;Moyenne;39.18;7012024;
5516;Panne pneumatique;Pompe;Faible;42.5;2012024;
5519;Usure mAcanique;Pompe;Faible;20.83;1052024;
5521;Panne pneumatique;Pompe;Moyenne;16.66;11082023;
5523;Panne pneumatique;Compresseur;Faible;2.17;15022024;
5524;Fuite hydraulique;Pompe;Moyenne;21.88;12122024;
5525;Fuite hydraulique;Convoyeur;Critique;25.72;20032024;
5526;DAfaillance capteur;Compresseur;AlevAe;42.17;15072023;PLC
5530;Usure mAcanique;Compresseur;Faible;25.41;20062024;
Style;him be;Pompe;Critique;36.69;23102023;
5532;DAfaut logiciel;Compresseur;AlevAe;9.53;13052023;
5534;Panne Alectrique;Compresseur;AlevAe;3.65;6032024;PLC
5535;DAfaillance capteur;Compresseur;Critique;19.43;10072023;
5538;DAfaillance capteur;Convoyeur;Faible;15.66;11052024;Ltd
5540;DAfaillance capteur;Compresseur;Critique;10.77;23122023;LLC
5541;Panne pneumatique;Convoyeur;Faible;23.15;19032024;
5542;Fuite hydraulique;Convoyeur;Critique;29.42;28022025;
5543;Usure mAcanique;Compresseur;Critique;7.37;5012024;Inc
5546;DAfaut logiciel;Convoyeur;Faible;42.27;1062024;LLC
5547;Usure mAcanique;Convoyeur;Moyenne;13.12;23082024;
5549;Fuite hydraulique;Convoyeur;Moyenne;16.21;13022024;
5552;Usure mAcanique;Compresseur;Faible;10.64;20082024;Group
5554;Surchauffe moteur;Compresseur;Critique;24.52;3102024;
5555;DAfaillance capteur;Convoyeur;Moyenne;26.02;17012025;
5558;Fuite hydraulique;Convoyeur;AlevAe;21.0;5022025;
5559;Fuite hydraulique;Pompe;AlevAe;14.92;27022025;
5561;Fuite hydraulique;Compresseur;AlevAe;31.78;27052024;
5564;Fuite hydraulique;Convoyeur;Moyenne;28.14;13082023;
5567;ProblAme de;Convoyeur;AlevAe;5.23;13052024;
5568;ProblAme de;Convoyeur;Critique;46.05;9062024;Ltd
5569;Surchauffe moteur;Pompe;AlevAe;10.6;29042023;
5575;Fuite hydraulique;Convoyeur;Moyenne;43.44;8062023;
5576;Panne pneumatique;Convoyeur;Moyenne;4.92;25112024;
5580;DAfaillance capteur;Pompe;Faible;4.52;26092023;
5582;Panne pneumatique;Convoyeur;Faible;29.1;22072023;
5584;ProblAme de;Pompe;Faible;16.12;9052024;Ltd
5585;Fuite hydraulique;Pompe;Faible;43.81;27082023;
5586;DAfaillance capteur;Pompe;AlevAe;26.71;16052023;
5587;Panne pneumatique;Compresseur;Critique;15.63;21072024;
5589;DAfaut logiciel;Convoyeur;Moyenne;39.23;30112023;
5595;Usure mAcanique;Compresseur;Faible;30.61;29032024;
5598;DAfaut logiciel;Convoyeur;Moyenne;13.54;2062024;
5599;ProblAme de;Compresseur;Critique;3.58;1012024;
5607;Usure mAcanique;Pompe;Faible;3.48;6072023;
5610;Panne Alectrique;Pompe;Moyenne;44.72;17052024;
5613;DAfaut logiciel;Convoyeur;Critique;17.51;26042023;
5616;Surchauffe moteur;Pompe;Moyenne;17.2;22072023;Inc
Begin;I brother;Convoyeur;Critique;13.53;16112023;
5618;Fuite hydraulique;Compresseur;Critique;21.43;25042024;
5626;Panne pneumatique;Compresseur;Critique;42.55;5022024;
5630;Panne pneumatique;Pompe;AlevAe;26.3;9102023;PLC
5631;Fuite hydraulique;Compresseur;Faible;4.93;22092024;
5636;Panne pneumatique;Compresseur;Critique;12.44;7072023;
5637;Surchauffe moteur;Compresseur;Faible;39.23;9112024;Inc
Listen;natural determine;Pompe;Moyenne;35.53;28032024;
5640;Fuite hydraulique;Compresseur;AlevAe;11.74;4092023;
5647;Panne pneumatique;Convoyeur;Faible;35.42;28102024;
5651;Panne Alectrique;Convoyeur;Faible;32.85;17122023;LLC
5652;Panne Alectrique;Pompe;AlevAe;25.96;28062023;Inc
5660;ProblAme de;Compresseur;Faible;7.9;22082024;
5661;DAfaillance capteur;Compresseur;Critique;0.98;26092023;
5662;Usure mAcanique;Compresseur;Critique;13.05;14112023;
5663;DAfaillance capteur;Convoyeur;Faible;38.15;2122023;
5667;Panne Alectrique;Pompe;Faible;4.63;8122023;
5669;DAfaillance capteur;Compresseur;Moyenne;8.03;5042024;
5673;DAfaut logiciel;Convoyeur;AlevAe;34.7;5052023;
5674;DAfaut logiciel;Compresseur;Critique;44.54;12092024;Inc
5683;Panne pneumatique;Pompe;Critique;12.72;13062023;
World;win letter;Pompe;Faible;18.55;8022025;
5691;Usure mAcanique;Pompe;AlevAe;37.43;14122023;
5696;DAfaut logiciel;Convoyeur;AlevAe;39.45;14012024;
5697;DAfaillance capteur;Pompe;Critique;46.27;25062023;
5700;Fuite hydraulique;Convoyeur;Moyenne;34.57;22062024;LLC
5701;Usure mAcanique;Compresseur;Moyenne;20.14;1012025;Group
5703;Usure mAcanique;Convoyeur;Critique;40.07;30062023;
5704;DAfaillance capteur;Convoyeur;Moyenne;21.34;19102023;Inc
5710;DAfaut logiciel;Pompe;Critique;10.41;10042025;
5714;Panne pneumatique;Convoyeur;Faible;39.19;30052024;
5716;Fuite hydraulique;Pompe;Critique;47.66;18062024;
5717;Usure mAcanique;Compresseur;Moyenne;8.13;14022024;Inc
5718;Fuite hydraulique;Pompe;Faible;5.74;10042025;
5719;Panne pneumatique;Pompe;Faible;1.94;3012024;
5720;Fuite hydraulique;Convoyeur;Moyenne;39.81;4092023;PLC
5722;ProblAme de;Compresseur;Faible;33.09;13042024;
5723;Usure mAcanique;Compresseur;Moyenne;4.61;16072023;LLC
5725;DAfaillance capteur;Pompe;AlevAe;42.75;21092023;
5727;DAfaillance capteur;Convoyeur;Moyenne;1.51;16112024;
5730;Surchauffe moteur;Pompe;Faible;41.52;8032024;Inc
5731;DAfaillance capteur;Convoyeur;Critique;45.24;14022024;
5733;Usure mAcanique;Pompe;Faible;10.26;29072024;PLC
5735;Surchauffe moteur;Compresseur;AlevAe;40.31;13032024;
5740;Panne pneumatique;Compresseur;Critique;30.9;29122024;
Ago;high pick;Pompe;AlevAe;7.62;31082023;
5744;ProblAme de;Compresseur;AlevAe;1.94;30122023;
5747;ProblAme de;Compresseur;AlevAe;29.91;12112023;
5748;Panne Alectrique;Convoyeur;Faible;33.1;15052023;
5749;Surchauffe moteur;Compresseur;Moyenne;13.72;11032025;LLC
5751;Usure mAcanique;Compresseur;Faible;5.12;15092023;Ltd
5752;Fuite hydraulique;Pompe;AlevAe;6.85;28072024;
5753;Fuite hydraulique;Pompe;Moyenne;4.4;16122023;
5754;DAfaut logiciel;Convoyeur;Critique;20.3;10052023;LLC
5764;Panne Alectrique;Pompe;Faible;8.0;29112024;
5766;ProblAme de;Compresseur;Critique;19.44;3012025;Ltd
5769;Panne pneumatique;Compresseur;Faible;39.12;26022024;Inc
5771;DAfaut logiciel;Convoyeur;Critique;40.27;29102024;
5776;DAfaut logiciel;Compresseur;Moyenne;43.52;27052023;
5780;Fuite hydraulique;Compresseur;AlevAe;36.02;26032025;
5788;Usure mAcanique;Pompe;Faible;47.38;11022024;
5790;DAfaut logiciel;Pompe;Critique;1.72;6112024;
5791;DAfaut logiciel;Pompe;Moyenne;23.92;30052024;
5792;Usure mAcanique;Compresseur;Critique;11.69;6112023;
5793;ProblAme de;Pompe;Critique;32.35;4072024;
5794;DAfaillance capteur;Pompe;Critique;36.42;19092023;PLC
5795;Panne Alectrique;Convoyeur;Moyenne;12.07;6052023;
5796;Panne pneumatique;Pompe;Moyenne;34.51;8062024;
Moment;discuss fire;Convoyeur;Moyenne;20.1;27062023;
5801;Panne Alectrique;Pompe;AlevAe;45.97;5052024;LLC
5803;Usure mAcanique;Convoyeur;Critique;3.39;29102024;
5813;Surchauffe moteur;Compresseur;Faible;13.75;15112024;Group
5816;ProblAme de;Convoyeur;AlevAe;40.36;7012024;
5819;Usure mAcanique;Compresseur;Moyenne;12.92;25122024;
5820;Panne Alectrique;Pompe;Moyenne;3.18;12092023;LLC
Run;four research;Pompe;Faible;42.42;12022025;
5828;DAfaut logiciel;Pompe;Critique;7.0;11112024;
5830;DAfaillance capteur;Compresseur;Critique;35.64;22042024;LLC
5831;Fuite hydraulique;Convoyeur;Moyenne;8.04;10082023;
5832;DAfaillance capteur;Convoyeur;Moyenne;32.15;17102024;
5834;Panne Alectrique;Compresseur;AlevAe;9.84;11072023;
5835;Panne pneumatique;Pompe;Moyenne;13.83;12112024;
5837;Surchauffe moteur;Convoyeur;Moyenne;39.8;17122023;Group
5840;ProblAme de;Convoyeur;AlevAe;28.58;11112023;Inc
5841;Surchauffe moteur;Convoyeur;AlevAe;4.74;28042023;
5842;Surchauffe moteur;Convoyeur;Critique;6.18;16032025;
Common;movement campaign;Compresseur;Faible;46.82;29092023;
5849;DAfaillance capteur;Convoyeur;Critique;8.7;25102023;
5852;DAfaut logiciel;Compresseur;AlevAe;30.05;11052023;PLC
5855;Panne Alectrique;Pompe;Critique;45.92;21012024;
Hear;tell success;Pompe;Faible;46.63;7032025;
5860;Surchauffe moteur;Compresseur;Faible;14.23;11022025;
5863;DAfaut logiciel;Compresseur;Critique;44.3;4022025;Group
5864;Panne pneumatique;Pompe;Moyenne;0.96;12082023;Group
5869;ProblAme de;Compresseur;Moyenne;18.62;28062024;
5872;Usure mAcanique;Convoyeur;Faible;3.5;5052024;Increase team quality
5875;Panne Alectrique;Convoyeur;AlevAe;28.5;14072023;
5876;Panne pneumatique;Pompe;Critique;20.48;23092023;
5877;Panne Alectrique;Compresseur;Faible;4.0;28092024;PLC
5880;Panne Alectrique;Convoyeur;Faible;37.9;26032024;
5881;DAfaillance capteur;Compresseur;Faible;37.75;2062023;
5882;Panne pneumatique;Compresseur;Critique;36.67;29022024;
Value;attention whom;Compresseur;Critique;34.33;7112024;Group
5893;Panne Alectrique;Convoyeur;AlevAe;3.38;9122023;
5896;DAfaut logiciel;Compresseur;Moyenne;15.89;16122024;
5901;Surchauffe moteur;Compresseur;AlevAe;46.46;24062023;
5902;Usure mAcanique;Pompe;Faible;39.8;24072023;
5909;Usure mAcanique;Convoyeur;Faible;2.06;6092024;
5911;ProblAme de;Convoyeur;Critique;22.93;26082024;Ltd
5912;DAfaillance capteur;Pompe;Faible;18.18;21092024;
5913;ProblAme de;Compresseur;AlevAe;7.73;26082024;
5914;Panne Alectrique;Compresseur;Faible;30.06;4062024;Group
5918;Usure mAcanique;Compresseur;Moyenne;30.63;24122023;
5920;Panne Alectrique;Compresseur;AlevAe;32.08;2122024;Ltd
5927;DAfaillance capteur;Compresseur;Critique;25.71;13102024;
5928;DAfaillance capteur;Convoyeur;Faible;15.23;2082023;
5930;Fuite hydraulique;Convoyeur;Moyenne;33.85;22112023;PLC
5934;Panne Alectrique;Pompe;Critique;41.28;11052023;Ltd
5942;Panne Alectrique;Pompe;Moyenne;5.62;27032024;Group
5945;Surchauffe moteur;Convoyeur;Critique;9.58;25042023;
5948;Panne Alectrique;Compresseur;Faible;18.1;4022024;Group
5949;DAfaillance capteur;Compresseur;AlevAe;15.37;19072023;Inc
5950;Fuite hydraulique;Pompe;Critique;32.22;14072023;
5953;Fuite hydraulique;Pompe;Critique;16.28;10112023;
Pretty;card leg;Convoyeur;AlevAe;2.53;7012024;Inc
5962;Panne pneumatique;Compresseur;Moyenne;17.44;19012025;
5965;Usure mAcanique;Pompe;AlevAe;36.78;14072024;
5968;Fuite hydraulique;Compresseur;Moyenne;3.8;3072024;
5972;Usure mAcanique;Compresseur;Critique;31.41;7042024;LLC
5973;Panne pneumatique;Convoyeur;Faible;33.2;5102023;
5976;DAfaut logiciel;Pompe;AlevAe;0.57;11082024;
5982;ProblAme de;Convoyeur;Faible;2.54;5012025;
5990;Panne pneumatique;Convoyeur;Critique;11.2;15112024;
5996;DAfaut logiciel;Pompe;Critique;37.78;4092023;
5999;ProblAme de;Convoyeur;AlevAe;14.19;13012025;
6000;DAfaillance capteur;Convoyeur;Faible;5.9;9032025;Inc
6001;Usure mAcanique;Compresseur;AlevAe;20.83;18022024;Inc
6006;Surchauffe moteur;Compresseur;Critique;14.42;6092023;PLC
6008;Panne Alectrique;Compresseur;Critique;22.71;25102023;LLC
6009;DAfaut logiciel;Compresseur;Critique;40.98;3092023;
6011;DAfaut logiciel;Pompe;Moyenne;8.43;21052024;
6012;Usure mAcanique;Compresseur;Moyenne;42.1;9122023;
6013;ProblAme de;Pompe;Moyenne;33.26;17042024;
6018;Panne pneumatique;Convoyeur;Moyenne;23.1;16122023;
6019;DAfaillance capteur;Compresseur;AlevAe;39.1;15092024;
6020;Panne pneumatique;Pompe;AlevAe;22.13;6032024;PLC
6021;Panne Alectrique;Pompe;Critique;29.0;7102023;
